V,Thrust,diameter,pitch,rpm
41,3634.656174,2.2,20,2300
73,1557.871118,1.8,16,1700
29,1383.838187,1.8,36,2900
65,670.3651202,1.6,36,2100
7,393.2025309,2.002,14,900
33,961.9786696,2.2,6,900
15,1495.754522,2.2,18,1500
19,822.7820066,1.6,36,2900
35,850.4801184,1.6,32,2500
49,1861.254506,1.8,24,2500
13,440.092567,1.8,32,1500
11,950.2459987,2.2,42,2100
71,2418.110927,1.8,8,2100
39,1488.41863,1.6,2,2300
81,1210.059303,2.2,48,2900
57,105.4324722,1.8,0,1100
69,2772.965756,1.8,22,2900
23,2030.64319,1.8,26,2900
85,1638.412162,1.6,2,2500
89,1828.814386,2.2,32,1500
27,2735.876905,2.2,32,2500
77,1338.666195,1.6,14,1900
69,3730.405748,1.8,0,2700
25,3906.462986,2.2,26,2700
99,535.8715322,2.2,48,1100
19,1647.884883,2.2,40,2500
51,208.2960408,1.8,46,1300
31,429.7667437,1.8,44,2100
43,69.93920258,1.6,46,700
31,2557.329422,2.002,32,2900
9,284.7259662,2.002,28,900
47,1611.44985,1.8,16,2100
63,1602.43742,2.2,16,1100
49,801.4497872,1.8,42,2500
1,639.4454207,1.6,2,1700
33,310.3050857,2.002,48,1900
95,3301.4327,1.8,20,2900
89,977.1140112,2.002,32,900
1,455.8186756,1.6,8,1500
73,1456.365264,1.8,28,2100
83,659.540402,1.6,0,2100
9,3390.776478,2.002,4,2500
79,761.6008303,1.6,36,2100
53,1182.295802,1.6,12,2100
27,323.6462649,1.6,42,2100
17,1508.367878,2.002,28,2100
43,126.8281561,1.6,50,2300
51,4208.732939,2.2,22,2500
91,8147.097945,2.2,0,2700
43,970.4626687,1.8,12,1500
83,1681.027791,2.2,46,2900
61,889.9315746,2.002,24,1100
33,610.1530462,2.2,46,1900
11,294.948045,1.6,46,2700
33,280.6613295,2.002,28,700
71,2923.054459,1.8,20,2900
61,1335.56161,1.8,28,2100
61,323.6106168,2.002,8,900
47,4532.744556,2.2,24,2700
47,1049.00504,2.2,22,1100
97,559.2090572,2.002,44,900
47,959.3520086,1.6,12,1900
77,651.5800065,1.8,0,1700
41,1383.316904,2.002,34,2100
93,4573.917392,1.8,6,2900
73,463.1936821,1.6,34,1300
77,1381.185563,1.8,16,1500
77,884.3811354,1.6,24,1700
59,21.03390356,2.002,18,500
23,345.9303961,1.6,20,1300
47,1514.83786,1.8,10,1900
75,3310.918857,2.002,10,2100
21,2979.016496,2.002,22,2700
71,1980.245682,2.2,30,1700
59,166.888502,1.6,46,1300
85,433.2758958,2.2,46,700
69,3534.851197,2.2,20,2100
37,458.3197556,2.2,50,2500
25,1149.712107,2.002,26,1700
87,3470.585489,2.2,38,2900
55,1071.99762,2.002,42,2300
69,332.2727034,1.6,48,2700
33,3215.769345,2.2,16,2100
15,686.5603654,1.8,44,2900
53,894.6784711,1.6,12,1700
1,1330.063401,1.8,12,2100
17,628.8917908,1.6,38,2700
1,627.3547102,1.6,16,1900
19,465.0612198,1.6,26,1700
89,683.3457846,1.8,40,1500
7,98.91391823,1.8,40,900
13,395.2436239,2.2,42,1300
47,908.8152971,1.8,26,1700
55,818.1862914,2.2,48,2500
31,536.0449099,2.002,14,900
21,1968.453891,1.8,22,2700
5,259.9510419,2.002,8,700
69,403.6510273,1.8,32,700
1,376.8462173,2.002,12,900
53,2082.269055,1.8,20,2500
79,889.9564274,2.002,2,1500
35,414.7888425,1.6,10,1100
67,610.1622313,1.8,42,1900
27,574.8685477,2.002,46,2300
13,406.6282631,1.6,4,1300
55,698.9489192,2.002,14,900
57,237.7900244,1.8,44,1100
41,1296.765675,1.6,10,2300
65,2966.272796,2.002,10,2100
3,1230.809743,2.2,42,2500
59,172.6034814,1.8,46,900
83,2062.410901,2.002,18,1500
5,626.8637764,1.8,18,1500
63,166.2709243,2.002,6,900
51,3098.119944,1.8,12,2900
31,3486.129456,2.2,20,2300
79,2471.862385,1.8,24,2700
55,4077.04966,2.2,32,2900
21,169.874553,1.8,50,2300
7,296.9006226,2.2,22,700
25,3146.914196,2.002,2,2300
23,207.6411782,2.2,48,1300
45,5550.299547,2.2,14,2700
63,186.8589202,1.8,50,1900
23,286.6905787,2.002,48,1900
45,1503.514881,2.002,36,2300
37,93.85425616,1.8,50,1500
35,433.0845344,1.6,16,1300
85,691.9322969,1.8,44,2100
91,825.3561714,2.2,44,1300
97,297.0775437,1.6,40,700
69,1722.04422,1.6,10,2300
57,1567.281828,2.2,28,1500
67,538.3039445,2.002,42,1300
43,379.1143121,1.8,8,900
45,635.0033247,2.2,14,700
23,2358.479383,1.8,4,2500
97,2851.609411,1.8,18,2500
21,189.9684597,2.2,44,900
75,5971.456001,2.2,16,2700
67,328.8281325,1.6,34,900
9,651.7078602,1.8,18,1500
29,329.6211612,1.6,42,2100
9,2185.806948,2.2,8,1700
45,131.7243075,1.8,40,500
23,67.8838818,2.002,50,1100
27,1330.429551,1.8,34,2700
51,506.6005171,2.002,36,1100
9,194.8928362,1.6,4,900
29,6436.100334,2.2,10,2900
1,149.9266462,1.8,12,700
43,1993.660654,2.2,34,2100
77,622.2998766,2.2,0,1300
77,3201.585507,2.2,26,2100
47,710.5540235,1.6,26,1900
95,206.688267,1.6,34,700
45,734.4804869,1.8,32,1700
51,3139.753456,2.2,12,1900
95,645.51651,2.002,48,2100
47,1592.065963,1.8,24,2300
11,1086.907201,1.8,16,1900
77,745.6494101,2.2,38,900
93,74.23474923,1.6,36,500
87,1920.044012,1.6,12,2300
3,289.4706229,1.8,32,1300
67,2081.627229,1.6,6,2500
5,162.7210304,1.6,48,2300
41,277.8637969,2.2,46,1100
35,185.1541849,2.2,50,1500
49,1609.813853,1.8,24,2300
23,257.1173896,2.002,44,1300
93,273.8841485,1.6,50,2700
3,260.217832,2.002,6,700
27,312.1148052,2.002,0,700
49,859.5820135,2.2,30,1100
31,1778.855419,2.002,34,2500
17,659.4076507,2.002,26,1300
79,1153.105068,1.6,24,2100
49,118.0304866,1.6,40,500
85,4437.240261,2.002,16,2700
49,1237.590845,2.2,40,1900
37,2512.539159,2.002,10,2100
91,1202.240749,1.8,34,1900
77,1228.658648,1.8,30,1900
11,1975.844892,2.002,32,2700
7,277.8854071,1.6,22,1300
41,179.0439243,1.6,42,1300
95,440.309872,1.6,44,1700
23,275.134708,2.002,34,900
69,529.10665,1.6,36,1700
1,533.6079668,1.6,28,2100
39,1176.225149,1.8,2,1500
27,3284.739759,2.002,0,2300
71,1084.714912,1.8,38,2300
93,290.4057751,1.6,10,1500
11,3431.238466,2.2,6,2100
7,191.0597996,1.6,50,2900
93,1113.347446,2.002,40,1700
3,2520.991957,2.002,28,2900
59,125.0778066,2.2,8,700
95,759.1940874,1.8,6,1700
73,1925.091182,1.6,20,2900
65,353.6152936,1.8,16,900
17,39.42727374,2.002,46,500
97,1921.131458,1.6,0,2900
71,367.4694565,2.2,8,900
45,6267.593616,2.2,6,2700
21,2470.843113,2.002,6,2100
37,544.8255927,2.002,2,900
87,1077.2729,1.8,44,2900
33,667.8873327,1.8,14,1300
67,929.8750269,1.8,26,1500
15,133.4024188,1.8,28,700
19,402.3275319,2.002,32,1100
71,296.5801324,2.2,48,900
51,231.3517251,1.6,30,700
19,121.6253311,2.002,40,700
3,756.9256978,2.2,28,1300
3,381.1954266,1.8,46,2500
21,217.0502578,1.6,10,900
57,358.1939166,1.6,26,900
97,747.8858065,1.8,24,1100
3,622.2532053,1.8,26,1700
89,818.1850951,2.2,42,1100
85,90.10374507,1.6,14,1100
61,351.2530169,1.6,36,1300
21,563.1675427,2.2,2,700
53,1907.776089,1.8,4,1900
39,1227.996705,1.8,26,2100
27,1197.358614,1.8,16,1900
51,666.9220437,2.2,24,700
69,3881.900248,2.2,0,1900
65,1928.657851,2.2,34,1900
39,898.3060651,1.8,24,1700
27,277.6364224,1.8,24,900
77,1090.417666,1.8,42,2700
85,1399.080777,2.002,34,1700
15,3533.222207,2.2,16,2300
53,1351.709009,2.2,36,1700
31,186.9241773,1.6,16,700
35,155.185535,1.8,36,700
9,2051.670355,2.2,12,1700
91,445.0698102,1.6,38,900
59,1569.101405,1.8,6,1700
47,1914.963916,1.8,6,2100
41,3669.609432,2.2,10,2100
29,1335.118609,1.8,10,1900
75,156.6818219,1.8,22,700
21,1061.083219,1.6,4,2100
13,1041.517666,1.6,2,2100
83,3666.363158,2.2,22,2100
87,1061.057559,1.8,36,1900
9,340.2441061,2.002,22,900
43,1844.99251,1.8,28,2700
89,3166.955795,1.8,12,2500
65,114.1501745,1.8,28,500
83,9454.671463,2.2,2,2900
41,2074.419228,1.6,6,2900
35,1331.817552,2.002,34,2100
43,217.3626454,1.6,30,900
37,1316.493397,2.002,24,1700
27,129.1296151,1.8,12,500
89,270.0600389,2.002,24,700
71,4114.024893,2.2,2,1900
47,3477.614596,2.002,20,2700
15,1257.961112,1.8,36,2900
23,1735.519896,1.8,14,2300
51,1053.282925,1.8,36,2300
57,4865.855936,2.2,16,2500
61,322.9859814,1.8,50,2900
95,4348.93638,2.2,8,1900
75,664.0313817,1.8,10,1300
73,1706.245937,2.002,30,1900
23,3617.262173,2.2,28,2700
9,181.5491059,2.2,36,700
81,199.9240203,2.002,50,700
97,210.7955717,1.6,50,1700
45,288.2121313,1.8,44,1500
77,1530.826394,1.6,16,2300
27,730.9945983,1.8,28,1700
51,354.8454637,2.002,46,1500
59,654.9905819,1.6,38,2300
3,346.4518587,1.8,34,1500
27,3133.810506,2.2,16,2100
9,3304.323216,2.2,8,2100
55,1500.967614,2.002,30,1900
45,3473.954459,2.2,28,2500
55,229.3628646,1.8,44,1100
37,1558.27945,1.8,28,2500
81,683.9914037,1.6,8,1700
11,4161.004697,2.2,26,2900
39,4870.913723,2.002,6,2900
19,4033.569481,2.2,24,2700
51,4519.573148,2.2,10,2300
87,300.5753638,2.002,16,900
95,5476.675656,2.2,8,2100
65,222.6834357,1.6,0,1500
89,6257.515167,2.2,10,2500
49,1242.216479,2.2,26,1300
3,1344.098108,2.002,32,2300
19,1098.650369,1.6,26,2700
69,890.0591368,2.002,42,1900
1,565.8150578,1.8,6,1300
13,131.2879699,1.6,36,1100
37,4651.385594,2.002,0,2700
87,3950.961328,2.002,22,2700
47,277.1974773,1.6,44,1900
13,405.6175068,2.002,16,900
23,2389.584422,1.8,20,2900
41,2378.063407,2.002,4,1900
53,3109.70643,2.2,32,2500
89,388.2405262,1.6,6,1700
43,753.0926186,2.2,22,900
79,1193.824905,1.8,12,1500
33,1918.85589,2.2,10,1500
67,93.21228527,1.6,8,1100
69,522.000447,1.8,44,1900
21,184.5321434,2.002,4,500
7,1264.581478,1.6,10,2500
75,3223.932452,1.8,16,2900
63,528.852436,1.8,4,1300
21,180.0368708,1.6,20,900
93,1563.476022,2.002,42,2500
97,3815.705853,2.2,18,1900
79,1807.556181,2.2,24,1300
39,1379.807527,1.8,12,1900
45,731.9953649,1.8,26,1500
87,1249.321062,2.002,2,1700
31,715.7747807,2.2,48,2500
85,557.9676524,1.8,46,2100
7,195.1458997,2.002,24,700
31,234.8766606,1.8,20,700
97,1941.167722,1.6,22,2700
39,776.68154,2.2,18,900
19,1924.532537,1.8,16,2500
87,1423.855994,1.8,22,1500
1,875.4396024,1.6,18,2300
51,1212.96035,1.6,24,2500
71,112.5177812,1.8,50,500
93,934.8887246,1.8,30,1100
71,562.6249948,2.2,50,2500
75,1142.873163,1.6,18,1900
75,1347.59998,2.002,28,1500
81,128.2754566,1.6,50,900
39,119.1825488,1.8,38,500
45,544.4451771,1.6,6,1300
27,5043.95141,2.2,16,2700
59,681.9743282,1.8,22,1100
35,1485.709219,2.2,24,1500
47,901.4559383,1.8,18,1500
9,399.3842364,2.002,40,1500
43,40.15451396,1.6,50,700
55,1426.407485,2.002,38,2300
73,7651.542523,2.2,8,2900
29,2346.813127,2.002,12,2100
3,2767.223308,2.2,16,2100
19,101.34482,2.2,40,500
7,403.6191929,1.6,32,1900
5,255.5166117,1.6,44,2300
67,1629.14389,1.8,12,1700
55,202.9638785,1.6,50,2900
65,323.502853,1.6,14,1100
7,1058.026961,2.002,24,1700
1,183.6972721,1.8,24,900
1,400.2027005,2.002,44,1900
83,1576.465253,2.2,30,1300
97,1623.448841,1.8,24,1700
99,2912.909611,1.8,26,2900
27,177.941189,1.6,48,2300
99,2528.598012,1.8,12,2100
29,1568.254236,2.2,20,1500
79,2407.020697,1.8,14,2300
93,957.3862026,2.2,36,700
39,195.954041,2.002,46,1100
3,492.6427434,1.6,4,1500
73,500.8951693,2.2,20,700
79,4361.184375,2.002,6,2300
51,942.0438968,1.6,32,2500
17,378.7467953,2.002,0,700
51,2266.806819,1.8,0,2100
53,1548.437283,1.8,20,2100
11,1668.970879,1.6,12,2900
67,236.082822,1.8,48,1500
51,383.8157688,1.8,48,2500
99,819.7867917,1.6,40,2300
21,93.23692138,1.6,14,500
29,256.2198293,2.2,24,500
9,56.43137401,2.2,48,700
25,3813.40759,2.002,18,2900
45,301.3037743,1.6,28,1100
61,576.4973742,1.6,22,1300
67,1626.902089,2.2,42,2300
9,3486.493514,2.002,2,2500
89,173.3561794,1.8,26,700
69,254.0372976,2.002,48,1100
19,116.3754978,1.8,50,1900
45,882.4762102,1.8,18,1500
55,920.6164881,2.002,40,1900
31,62.97204678,2.2,0,500
11,3863.34335,2.002,6,2700
27,2840.760811,1.8,2,2700
59,465.6016874,1.6,46,2900
49,222.3147708,1.6,26,700
15,646.9411942,2.2,46,2100
55,162.0330734,1.6,44,1100
37,164.0374377,1.8,30,500
15,482.4959308,1.6,12,1500
59,2645.622893,1.8,16,2700
43,3834.486649,2.002,14,2700
63,5328.762479,2.002,6,2900
43,97.8174583,1.6,42,700
91,3320.878084,2.2,8,1700
49,1450.62105,2.002,14,1500
19,131.0270755,1.8,6,500
15,1092.374973,2.2,20,1300
99,756.8078979,1.6,36,1700
55,310.8791705,2.002,46,1300
89,1070.73407,2.002,40,1700
37,313.3327941,1.6,30,1300
31,3259.743196,2.2,28,2500
29,391.2761124,2.2,46,1500
73,5400.808924,2.002,8,2900
91,5073.371167,2.2,30,2900
83,1308.070484,2.002,38,1900
5,3642.252328,2.002,16,2900
27,1590.457986,2.002,22,1900
39,342.9667088,1.6,28,1300
57,1881.515296,1.6,10,2700
21,95.24518761,1.8,50,1700
25,1646.580568,2.002,8,1700
47,451.2159773,1.6,14,1100
9,2024.156026,2.002,34,2900
37,1604.537693,1.8,34,2900
25,2155.824766,1.8,0,2300
41,712.2934902,1.8,36,1900
7,15.7961202,1.8,50,700
7,111.372986,1.6,48,1900
89,361.8747148,1.8,48,1700
35,667.5501659,2.002,48,2900
71,2177.979751,2.2,32,1900
51,3300.464463,1.8,8,2900
1,3378.685901,2.2,26,2700
11,3330.29701,2.2,24,2500
19,878.641797,1.6,32,2700
81,259.5825122,1.6,50,2900
87,5024.237758,2.2,26,2700
67,681.6951856,1.8,26,1100
45,6947.056971,2.2,8,2900
17,565.7239303,1.6,2,1500
5,973.4472714,1.6,30,2900
75,315.4726926,2.002,44,500
65,4165.897492,2.2,10,2100
3,181.6828052,1.8,40,1300
47,1513.867709,1.8,2,1700
29,1243.018771,1.6,8,2300
85,3708.655763,2.002,12,2300
97,1671.561301,1.8,26,1900
87,6994.486767,2.2,10,2700
95,6471.647733,2.2,8,2300
87,1302.057141,1.8,0,2100
9,69.34490045,1.6,48,1500
7,1005.821646,1.8,6,1700
69,1080.410418,2.2,46,2300
21,980.3527088,2.2,26,1300
81,179.8263058,1.6,48,1100
71,238.3256418,1.8,44,700
79,849.8225869,2.2,48,2300
45,551.2618607,1.8,38,1700
13,1500.705379,1.6,18,2900
27,303.6933711,2.002,20,700
61,1088.621608,2.002,4,1300
57,1193.571299,2.002,4,1300
39,2916.913376,2.2,22,2100
87,795.8478006,2.2,42,1100
43,1097.422163,1.6,26,2500
73,291.4706655,2.2,16,700
93,349.3904249,1.8,48,1500
31,443.4423553,2.002,44,1700
47,2212.098007,2.2,8,1500
7,1640.591416,2.2,10,1500
35,652.3439279,2.002,22,1100
43,4635.731885,2.2,6,2300
53,3826.803814,2.002,8,2500
9,2810.595694,1.8,8,2900
27,1114.806096,1.6,22,2500
1,2687.599076,2.2,28,2500
27,285.069342,2.2,8,500
43,1648.96193,2.002,30,2100
29,2133.050812,2.2,16,1700
79,569.7279415,1.8,36,1100
7,82.80091602,2.002,46,900
7,8.424587634,1.8,50,500
19,713.4289858,1.8,36,2100
77,5154.677574,2.2,10,2300
45,187.0368392,1.8,28,500
15,172.4589661,2.002,8,500
25,433.4796128,1.6,42,2500
95,2577.549313,2.002,36,2700
9,588.9714809,1.8,8,1300
93,886.4410547,1.6,30,1700
9,2345.720173,2.2,24,2100
51,2991.74297,1.8,6,2700
3,746.2126377,1.8,20,1700
69,737.9202282,1.8,18,1100
87,659.6182729,1.8,42,1700
97,3037.051054,1.8,24,2900
57,7971.05223,2.2,2,2900
69,607.0574936,1.8,46,2500
15,570.7342228,1.6,16,1700
19,1546.429826,2.002,10,1700
81,603.1898083,1.8,48,2900
39,522.1501276,1.6,20,1500
27,276.0861167,2.002,24,700
21,506.8663724,2.002,34,1300
83,292.8910834,1.8,44,700
25,967.4543231,1.6,12,2100
21,171.8200712,2.2,30,500
83,1135.539338,1.8,30,1700
25,935.8075874,1.6,2,1900
55,842.6334763,1.6,22,1900
63,305.1876473,1.8,14,900
57,126.1527953,1.6,44,700
41,385.7164058,2.002,42,1300
77,1739.57322,1.6,6,2300
31,189.8448656,2.002,12,500
49,395.0407502,1.6,40,1900
77,2181.268894,1.8,4,2100
7,780.1790966,2.002,26,1500
75,438.3917745,2.002,44,1100
99,1037.619609,2.002,38,1300
41,1380.426521,2.2,2,1100
5,8.059245001,1.8,50,500
15,3925.779218,2.2,10,2300
37,213.2123391,1.8,50,2500
87,3453.842732,2.002,0,2300
89,776.4468768,1.6,28,1300
95,1409.382338,1.6,26,2300
67,1230.228468,2.002,22,1300
57,2123.772285,1.6,10,2900
23,588.9350961,1.6,26,1900
65,578.5271491,2.2,48,1900
37,445.376974,1.6,32,1700
21,1303.097235,2.002,42,2900
99,1807.739709,2.002,42,2700
35,132.07379,2.002,50,1500
31,111.199475,1.8,48,1300
53,2948.245782,2.002,6,2100
29,3692.244517,2.2,6,2100
1,1230.649226,1.8,34,2900
61,2279.85088,1.8,10,2300
75,5099.488656,2.2,10,2300
27,1633.941953,2.2,36,2100
47,627.7058923,1.6,16,1500
49,307.4181967,2.2,44,900
17,557.352812,1.6,18,1700
13,106.9398207,2.002,28,500
43,346.3406741,1.8,34,1100
91,762.8329489,1.6,40,2300
7,205.6452435,1.6,40,1700
33,318.6771753,2.2,14,500
17,1013.916015,1.6,28,2700
35,94.53600123,1.8,48,1100
87,1366.393055,2.002,40,2100
5,681.4923013,1.8,14,1500
67,459.4899375,1.8,32,900
5,3432.959029,2.002,2,2500
53,2299.196552,2.2,32,2100
51,212.4055454,2.2,18,500
89,1272.142101,1.6,36,2900
27,3856.763544,2.2,2,2100
95,872.021673,1.8,34,1300
99,2002.564237,1.8,28,2300
21,2675.547411,1.8,14,2900
71,7724.309877,2.2,2,2700
17,573.1998781,2.002,44,2100
1,164.158787,1.6,44,1900
13,881.6591833,1.6,0,1900
79,2514.544143,1.8,18,2500
61,3937.363251,2.2,12,2100
7,88.42816919,1.8,12,500
17,1555.670806,1.8,8,2100
37,1673.261666,2.2,28,1700
69,549.7275802,2.002,44,1500
39,141.7480213,1.6,38,900
97,910.829199,1.8,28,1100
25,358.2277188,2.002,50,2700
35,153.0914464,2.002,36,500
21,657.0599237,2.002,14,1100
89,3253.818729,1.8,14,2700
61,40.19071137,1.6,10,900
31,533.1600563,1.6,40,2500
43,529.5981813,2.2,24,700
67,1015.195297,1.6,16,1700
47,1665.445674,2.2,42,2500
61,1691.690639,2.2,44,2700
25,183.4422455,1.8,24,700
35,958.4461846,2.2,20,1100
33,1368.826009,1.8,10,1900
53,68.99076843,1.8,50,500
99,461.243191,2.002,48,1300
45,494.4082988,1.8,24,1100
63,4059.09757,2.2,0,1900
91,4396.376072,2.002,18,2700
99,104.2954064,1.6,18,1100
65,1481.598231,2.2,36,1700
21,178.5766786,1.6,32,1100
39,375.2585596,2.002,10,700
67,1476.062261,2.002,28,1700
25,2031.883578,2.002,36,2900
65,514.4527316,2.002,36,900
29,367.1137152,1.8,12,900
97,3078.058996,2.2,16,1500
19,1199.820551,1.8,32,2500
45,741.5943674,2.002,22,1100
5,138.1741427,1.6,32,1100
87,1130.089408,1.6,38,2900
51,734.2496143,1.8,28,1500
7,742.5707168,1.8,10,1500
79,2246.407356,2.2,22,1500
19,630.5243821,2.002,28,1300
53,2476.010973,2.002,16,2100
73,2624.234713,1.8,20,2700
3,552.9753966,1.6,32,2300
11,621.3336072,2.002,26,1300
11,2288.978033,2.002,18,2300
13,1207.270991,2.2,32,1700
29,366.1776427,1.8,0,900
87,1387.6516,1.6,18,1900
19,1111.214766,1.6,12,2300
57,209.0479224,1.6,48,2100
33,87.75394679,1.8,44,700
1,2778.722544,2.002,4,2300
7,355.9443301,1.6,44,2700
7,4509.574501,2.002,4,2900
47,131.2944479,1.8,46,900
73,3104.169043,2.002,18,2300
33,858.610107,1.8,24,1700
65,7642.374137,2.2,6,2900
77,2209.069837,2.2,28,1700
55,1037.575832,2.002,30,1500
49,548.1586015,1.6,34,1900
41,534.1651621,1.6,20,1500
13,1443.51881,1.8,30,2700
39,2846.515361,2.2,14,1900
59,1648.269557,2.2,2,1300
57,7064.767733,2.2,2,2700
7,365.0998111,2.2,42,1300
53,610.5956423,1.6,12,1300
37,1838.193422,1.6,4,2700
49,2363.056206,1.6,2,2900
13,200.5379703,1.6,6,900
45,2100.559867,2.2,10,1500
77,7547.333483,2.2,10,2900
87,2092.87734,2.2,32,1700
95,1963.01104,2.2,38,1900
95,5074.736365,2.2,0,2300
81,2290.261548,1.8,6,2100
81,8378.55385,2.2,2,2700
71,1875.041396,1.8,28,2500
69,6381.314886,2.2,4,2500
49,298.9330962,1.6,46,2300
83,118.8365341,1.6,38,500
55,797.3689677,1.6,10,1500
23,153.5437948,1.6,36,1100
67,831.6762361,1.8,34,1700
35,1169.724712,2.002,44,2900
49,3769.117487,2.2,2,1900
31,191.4213382,1.8,46,1500
5,98.20649159,1.6,14,700
45,182.1286758,1.6,48,2100
67,244.8707635,2.002,48,1100
3,237.1209197,2.002,12,700
37,1666.858025,2.2,6,1300
85,804.3437515,1.6,40,2500
51,455.1436043,1.8,30,1100
81,408.2327737,1.6,4,1700
57,5915.708579,2.002,0,2900
77,171.6732191,2.002,50,500
7,235.3178066,2.002,32,900
7,2774.547591,2.002,6,2300
83,2079.393404,2.002,26,1900
57,138.9158595,1.6,46,1100
65,658.4476199,2.002,46,2100
37,2732.918418,2.2,36,2700
49,557.1174352,1.6,8,1300
75,713.3560501,1.6,26,1500
5,2280.932152,1.8,18,2900
85,448.6051862,2.002,18,900
83,2930.837431,2.002,28,2500
23,1233.535379,1.8,32,2500
1,4413.282027,2.002,4,2900
89,7966.803793,2.2,6,2700
45,1869.428864,1.6,14,2900
69,724.8599285,1.8,34,1500
79,1451.618788,1.6,16,2100
49,3451.234681,2.2,16,2100
65,860.070125,2.002,42,1900
33,157.9728846,2.002,50,1700
83,3276.111758,1.8,4,2500
99,917.5645834,2.002,42,1500
73,1021.784851,1.8,34,1900
45,256.5311905,1.8,36,900
83,5880.818502,2.2,12,2500
39,306.6673793,1.6,42,1900
83,159.6426867,1.6,46,500
49,5988.215238,2.2,10,2700
53,2459.62323,2.2,16,1700
95,7580.324412,2.2,14,2900
39,3526.902311,2.2,12,2100
65,337.8803677,2.2,46,900
3,91.23696119,2.002,48,1100
73,3577.189485,2.2,8,1700
89,2190.690648,2.002,20,1700
45,1396.792609,2.002,6,1300
29,334.3080011,2.2,30,700
59,199.8273613,1.6,40,900
91,686.929898,1.6,16,1500
21,473.9473395,1.6,16,1500
19,480.5516453,2.002,42,1700
61,852.4723982,2.2,28,900
3,276.6022354,1.6,20,1300
97,425.6549482,1.6,34,900
53,410.8899271,1.6,42,2100
17,654.1967155,2.002,12,1100
85,5955.035647,2.2,8,2300
59,2270.665436,2.002,14,1900
77,759.5211377,2.2,46,1700
23,146.3937445,1.6,50,2700
65,1776.162081,2.002,6,1500
1,1875.837786,2.2,38,2700
79,957.2036757,2.002,30,1100
37,847.9664102,1.6,14,1900
11,1276.203499,2.2,10,1300
47,5630.656068,2.2,4,2500
79,619.2006668,2.002,44,1500
49,329.9779496,1.6,20,900
85,701.5227735,2.2,48,1900
1,453.5358906,2.002,0,900
3,491.5757671,1.6,18,1700
25,55.79568857,1.8,42,500
33,112.3071681,2.2,50,1100
59,1934.650201,2.2,28,1700
51,292.8831248,2.2,42,700
93,565.0672797,1.8,42,1300
81,2330.761263,1.8,22,2500
87,1542.206665,2.2,46,2700
29,333.3578519,1.6,32,1500
17,554.2139646,2.2,50,2700
17,1261.173776,2.2,36,1900
15,131.2869734,1.6,8,700
81,220.5222594,1.8,48,900
19,2442.48278,1.8,0,2500
23,715.1689533,1.6,18,1900
47,2163.622965,2.2,36,2300
85,386.9978763,1.8,42,700
9,403.616594,2.002,50,2700
27,2467.207127,2.2,26,2100
55,687.0765637,2.2,26,700
59,289.364709,2.2,42,500
19,550.0759777,2.002,48,2700
63,979.3264616,1.6,2,1900
71,548.5032109,1.8,46,2300
77,1301.355682,2.2,40,1700
55,305.1483896,2.002,36,500
87,1233.344156,2.2,42,1700
31,169.3456906,1.6,20,700
63,779.0431955,1.8,20,1100
83,738.39302,1.6,24,1300
93,572.3129476,1.6,44,2300
17,3676.382815,2.002,0,2500
75,3961.865555,2.2,28,2500
95,1345.200338,2.002,16,1300
29,851.7100365,2.2,32,1300
11,585.2741219,1.8,38,2100
